,country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($),gdp_per_capita ($),generation
21772,United Arab Emirates,2008,male,25-34 years,25,1856262,1.35,United Arab Emirates2008,,315474615739,48457,Generation X
21773,United Arab Emirates,2008,female,15-24 years,4,374233,1.07,United Arab Emirates2008,,315474615739,48457,Millenials
21774,United Arab Emirates,2008,female,35-54 years,4,417902,0.96,United Arab Emirates2008,,315474615739,48457,Boomers
21775,United Arab Emirates,2008,female,5-14 years,0,300552,0.0,United Arab Emirates2008,,315474615739,48457,Generation Z
21776,United Arab Emirates,2008,female,55-74 years,0,47552,0.0,United Arab Emirates2008,,315474615739,48457,Silent
21777,United Arab Emirates,2008,female,75+ years,0,6441,0.0,United Arab Emirates2008,,315474615739,48457,Silent
21778,United Arab Emirates,2008,male,5-14 years,0,314457,0.0,United Arab Emirates2008,,315474615739,48457,Generation Z
21779,United Arab Emirates,2008,male,75+ years,0,9542,0.0,United Arab Emirates2008,,315474615739,48457,Silent
21780,Austria,2005,male,75+ years,166,210054,79.03,Austria2005,0.853,315974418605,40367,Silent
21781,Austria,2005,male,55-74 years,331,782050,42.32,Austria2005,0.853,315974418605,40367,Silent
21782,Austria,2005,male,35-54 years,364,1266464,28.74,Austria2005,0.853,315974418605,40367,Boomers
21783,Austria,2005,female,75+ years,81,421281,19.23,Austria2005,0.853,315974418605,40367,Silent
21784,Austria,2005,male,25-34 years,102,548943,18.58,Austria2005,0.853,315974418605,40367,Generation X
21785,Austria,2005,male,15-24 years,83,515674,16.1,Austria2005,0.853,315974418605,40367,Millenials
21786,Austria,2005,female,55-74 years,96,869065,11.05,Austria2005,0.853,315974418605,40367,Silent
21787,Austria,2005,female,35-54 years,121,1250028,9.68,Austria2005,0.853,315974418605,40367,Boomers
21788,Austria,2005,female,25-34 years,33,546238,6.04,Austria2005,0.853,315974418605,40367,Generation X
21789,Austria,2005,female,15-24 years,18,497688,3.62,Austria2005,0.853,315974418605,40367,Millenials
21790,Austria,2005,male,5-14 years,3,471447,0.64,Austria2005,0.853,315974418605,40367,Millenials
21791,Austria,2005,female,5-14 years,1,448529,0.22,Austria2005,0.853,315974418605,40367,Millenials
21792,South Africa,2015,male,75+ years,8,285743,2.8,South Africa2015,,317741039198,6403,Silent
21793,South Africa,2015,male,25-34 years,126,5001052,2.52,South Africa2015,,317741039198,6403,Millenials
21794,South Africa,2015,male,15-24 years,90,5190482,1.73,South Africa2015,,317741039198,6403,Millenials
21795,South Africa,2015,male,55-74 years,41,2426511,1.69,South Africa2015,,317741039198,6403,Boomers
21796,South Africa,2015,male,35-54 years,101,6066751,1.66,South Africa2015,,317741039198,6403,Generation X
21797,South Africa,2015,female,15-24 years,34,5105930,0.67,South Africa2015,,317741039198,6403,Millenials
21798,South Africa,2015,female,25-34 years,27,4822164,0.56,South Africa2015,,317741039198,6403,Millenials
21799,South Africa,2015,female,35-54 years,26,6396045,0.41,South Africa2015,,317741039198,6403,Generation X
21800,South Africa,2015,female,75+ years,2,615701,0.32,South Africa2015,,317741039198,6403,Silent
21801,South Africa,2015,female,55-74 years,10,3155486,0.32,South Africa2015,,317741039198,6403,Boomers
21802,South Africa,2015,male,5-14 years,11,5318168,0.21,South Africa2015,,317741039198,6403,Generation Z
21803,South Africa,2015,female,5-14 years,6,5243427,0.11,South Africa2015,,317741039198,6403,Generation Z
21804,Spain,1987,male,75+ years,335,736300,45.5,Spain1987,,317882187037,8727,G.I. Generation
21805,Spain,1987,male,55-74 years,693,3244700,21.36,Spain1987,,317882187037,8727,G.I. Generation
21806,Spain,1987,male,35-54 years,479,4474500,10.71,Spain1987,,317882187037,8727,Silent
21807,Spain,1987,female,75+ years,127,1261300,10.07,Spain1987,,317882187037,8727,G.I. Generation
21808,Spain,1987,male,25-34 years,277,2833500,9.78,Spain1987,,317882187037,8727,Boomers
21809,Spain,1987,female,55-74 years,320,3808600,8.4,Spain1987,,317882187037,8727,G.I. Generation
21810,Spain,1987,male,15-24 years,216,3362100,6.42,Spain1987,,317882187037,8727,Generation X
21811,Spain,1987,female,35-54 years,180,4549700,3.96,Spain1987,,317882187037,8727,Silent
21812,Spain,1987,female,25-34 years,90,2801900,3.21,Spain1987,,317882187037,8727,Boomers
21813,Spain,1987,female,15-24 years,68,3213800,2.12,Spain1987,,317882187037,8727,Generation X
21814,Spain,1987,male,5-14 years,17,3161900,0.54,Spain1987,,317882187037,8727,Generation X
21815,Spain,1987,female,5-14 years,2,2977400,0.07,Spain1987,,317882187037,8727,Generation X
21816,Greece,2007,male,55-74 years,75,1149577,6.52,Greece2007,,318497936901,29896,Silent
21817,Greece,2007,male,75+ years,25,399870,6.25,Greece2007,,318497936901,29896,Silent
21818,Greece,2007,male,35-54 years,101,1629000,6.2,Greece2007,,318497936901,29896,Boomers
21819,Greece,2007,male,25-34 years,47,880293,5.34,Greece2007,,318497936901,29896,Generation X
21820,Greece,2007,male,15-24 years,19,660913,2.87,Greece2007,,318497936901,29896,Millenials
21821,Greece,2007,female,75+ years,11,522951,2.1,Greece2007,,318497936901,29896,Silent
21822,Greece,2007,female,25-34 years,12,816668,1.47,Greece2007,,318497936901,29896,Generation X
21823,Greece,2007,female,35-54 years,20,1617694,1.24,Greece2007,,318497936901,29896,Boomers
21824,Greece,2007,female,55-74 years,12,1305992,0.92,Greece2007,,318497936901,29896,Silent
21825,Greece,2007,female,15-24 years,5,611207,0.82,Greece2007,,318497936901,29896,Millenials
21826,Greece,2007,male,5-14 years,1,545096,0.18,Greece2007,,318497936901,29896,Generation Z
21827,Greece,2007,female,5-14 years,0,514330,0.0,Greece2007,,318497936901,29896,Generation Z
21828,Belgium,2003,male,75+ years,179,289022,61.93,Belgium2003,,319002821670,32538,Silent
21829,Belgium,2003,male,35-54 years,684,1538139,44.47,Belgium2003,,319002821670,32538,Boomers
21830,Belgium,2003,male,55-74 years,324,991219,32.69,Belgium2003,,319002821670,32538,Silent
21831,Belgium,2003,male,25-34 years,221,702195,31.47,Belgium2003,,319002821670,32538,Generation X
21832,Belgium,2003,male,15-24 years,121,636426,19.01,Belgium2003,,319002821670,32538,Millenials
21833,Belgium,2003,female,55-74 years,169,1090130,15.5,Belgium2003,,319002821670,32538,Silent
21834,Belgium,2003,female,35-54 years,218,1509017,14.45,Belgium2003,,319002821670,32538,Boomers
21835,Belgium,2003,female,75+ years,60,515520,11.64,Belgium2003,,319002821670,32538,Silent
21836,Belgium,2003,female,25-34 years,64,687593,9.31,Belgium2003,,319002821670,32538,Generation X
21837,Belgium,2003,female,15-24 years,39,616806,6.32,Belgium2003,,319002821670,32538,Millenials
21838,Belgium,2003,male,5-14 years,8,627838,1.27,Belgium2003,,319002821670,32538,Millenials
21839,Belgium,2003,female,5-14 years,4,600217,0.67,Belgium2003,,319002821670,32538,Millenials
21840,Denmark,2007,male,75+ years,59,146309,40.33,Denmark2007,,319423370134,62229,Silent
21841,Denmark,2007,male,55-74 years,124,584457,21.22,Denmark2007,,319423370134,62229,Silent
21842,Denmark,2007,male,35-54 years,145,786990,18.42,Denmark2007,,319423370134,62229,Boomers
21843,Denmark,2007,male,25-34 years,56,347246,16.13,Denmark2007,,319423370134,62229,Generation X
21844,Denmark,2007,female,75+ years,33,235854,13.99,Denmark2007,,319423370134,62229,Silent
21845,Denmark,2007,female,35-54 years,71,768072,9.24,Denmark2007,,319423370134,62229,Boomers
21846,Denmark,2007,female,55-74 years,55,606387,9.07,Denmark2007,,319423370134,62229,Silent
21847,Denmark,2007,male,15-24 years,15,320054,4.69,Denmark2007,,319423370134,62229,Millenials
21848,Denmark,2007,female,25-34 years,15,345418,4.34,Denmark2007,,319423370134,62229,Generation X
21849,Denmark,2007,female,15-24 years,6,305722,1.96,Denmark2007,,319423370134,62229,Millenials
21850,Denmark,2007,male,5-14 years,2,351664,0.57,Denmark2007,,319423370134,62229,Generation Z
21851,Denmark,2007,female,5-14 years,0,334828,0.0,Denmark2007,,319423370134,62229,Generation Z
21852,Denmark,2009,male,75+ years,64,150153,42.62,Denmark2009,,321241396034,61863,Silent
21853,Denmark,2009,male,55-74 years,165,604423,27.3,Denmark2009,,321241396034,61863,Silent
21854,Denmark,2009,male,35-54 years,186,790578,23.53,Denmark2009,,321241396034,61863,Boomers
21855,Denmark,2009,female,75+ years,32,235213,13.6,Denmark2009,,321241396034,61863,Silent
21856,Denmark,2009,male,25-34 years,36,335963,10.72,Denmark2009,,321241396034,61863,Generation X
21857,Denmark,2009,female,55-74 years,52,625986,8.31,Denmark2009,,321241396034,61863,Silent
21858,Denmark,2009,male,15-24 years,24,340143,7.06,Denmark2009,,321241396034,61863,Millenials
21859,Denmark,2009,female,35-54 years,43,773415,5.56,Denmark2009,,321241396034,61863,Boomers
21860,Denmark,2009,female,25-34 years,13,334052,3.89,Denmark2009,,321241396034,61863,Generation X
21861,Denmark,2009,female,15-24 years,4,324876,1.23,Denmark2009,,321241396034,61863,Millenials
21862,Denmark,2009,male,5-14 years,2,347259,0.58,Denmark2009,,321241396034,61863,Generation Z
21863,Denmark,2009,female,5-14 years,1,330729,0.3,Denmark2009,,321241396034,61863,Generation Z
21864,Denmark,2010,male,75+ years,61,153231,39.81,Denmark2010,0.9079999999999999,321995350347,61711,Silent
21865,Denmark,2010,male,55-74 years,142,613233,23.16,Denmark2010,0.9079999999999999,321995350347,61711,Silent
21866,Denmark,2010,male,35-54 years,142,791338,17.94,Denmark2010,0.9079999999999999,321995350347,61711,Generation X
21867,Denmark,2010,male,25-34 years,43,329780,13.04,Denmark2010,0.9079999999999999,321995350347,61711,Generation X
21868,Denmark,2010,female,75+ years,22,236409,9.31,Denmark2010,0.9079999999999999,321995350347,61711,Silent
21869,Denmark,2010,female,55-74 years,56,634607,8.82,Denmark2010,0.9079999999999999,321995350347,61711,Silent
21870,Denmark,2010,female,35-54 years,64,776699,8.24,Denmark2010,0.9079999999999999,321995350347,61711,Generation X
21871,Denmark,2010,male,15-24 years,17,349175,4.87,Denmark2010,0.9079999999999999,321995350347,61711,Millenials
21872,Denmark,2010,female,15-24 years,10,333696,3.0,Denmark2010,0.9079999999999999,321995350347,61711,Millenials
21873,Denmark,2010,female,25-34 years,6,327722,1.83,Denmark2010,0.9079999999999999,321995350347,61711,Generation X
21874,Denmark,2010,female,5-14 years,0,327790,0.0,Denmark2010,0.9079999999999999,321995350347,61711,Generation Z
21875,Denmark,2010,male,5-14 years,0,344105,0.0,Denmark2010,0.9079999999999999,321995350347,61711,Generation Z
21876,Australia,1994,male,75+ years,100,315900,31.66,Australia1994,,322201314424,19469,G.I. Generation
21877,Australia,1994,male,25-34 years,426,1414900,30.11,Australia1994,,322201314424,19469,Boomers
21878,Australia,1994,male,15-24 years,377,1396400,27.0,Australia1994,,322201314424,19469,Generation X
21879,Australia,1994,male,35-54 years,648,2441200,26.54,Australia1994,,322201314424,19469,Boomers
21880,Australia,1994,male,55-74 years,311,1345000,23.12,Australia1994,,322201314424,19469,Silent
21881,Australia,1994,female,35-54 years,162,2400300,6.75,Australia1994,,322201314424,19469,Boomers
21882,Australia,1994,female,75+ years,33,522900,6.31,Australia1994,,322201314424,19469,G.I. Generation
21883,Australia,1994,female,25-34 years,88,1411500,6.23,Australia1994,,322201314424,19469,Boomers
21884,Australia,1994,female,55-74 years,79,1411700,5.6,Australia1994,,322201314424,19469,Silent
21885,Australia,1994,female,15-24 years,55,1336300,4.12,Australia1994,,322201314424,19469,Generation X
21886,Australia,1994,male,5-14 years,3,1310100,0.23,Australia1994,,322201314424,19469,Millenials
21887,Australia,1994,female,5-14 years,1,1243200,0.08,Australia1994,,322201314424,19469,Millenials
21888,Netherlands,1991,male,75+ years,119,282200,42.17,Netherlands1991,,323320449906,22906,G.I. Generation
21889,Netherlands,1991,male,55-74 years,225,1181700,19.04,Netherlands1991,,323320449906,22906,Silent
21890,Netherlands,1991,male,35-54 years,374,2106700,17.75,Netherlands1991,,323320449906,22906,Boomers
21891,Netherlands,1991,male,25-34 years,198,1305600,15.17,Netherlands1991,,323320449906,22906,Boomers
21892,Netherlands,1991,female,55-74 years,179,1346300,13.3,Netherlands1991,,323320449906,22906,Silent
21893,Netherlands,1991,female,75+ years,62,544800,11.38,Netherlands1991,,323320449906,22906,G.I. Generation
21894,Netherlands,1991,male,15-24 years,114,1167200,9.77,Netherlands1991,,323320449906,22906,Generation X
21895,Netherlands,1991,female,35-54 years,190,2017700,9.42,Netherlands1991,,323320449906,22906,Boomers
21896,Netherlands,1991,female,25-34 years,107,1245900,8.59,Netherlands1991,,323320449906,22906,Boomers
21897,Netherlands,1991,female,15-24 years,40,1119900,3.57,Netherlands1991,,323320449906,22906,Generation X
21898,Netherlands,1991,male,5-14 years,3,918500,0.33,Netherlands1991,,323320449906,22906,Millenials
21899,Netherlands,1991,female,5-14 years,0,878300,0.0,Netherlands1991,,323320449906,22906,Millenials
21900,Australia,1992,male,75+ years,87,298600,29.14,Australia1992,,324878105053,20050,G.I. Generation
21901,Australia,1992,male,25-34 years,407,1417200,28.72,Australia1992,,324878105053,20050,Boomers
21902,Australia,1992,male,15-24 years,384,1405300,27.33,Australia1992,,324878105053,20050,Generation X
21903,Australia,1992,male,55-74 years,325,1299600,25.01,Australia1992,,324878105053,20050,Silent
21904,Australia,1992,male,35-54 years,579,2336200,24.78,Australia1992,,324878105053,20050,Boomers
21905,Australia,1992,female,75+ years,45,497100,9.05,Australia1992,,324878105053,20050,G.I. Generation
21906,Australia,1992,female,55-74 years,102,1376100,7.41,Australia1992,,324878105053,20050,Silent
21907,Australia,1992,female,25-34 years,96,1412600,6.8,Australia1992,,324878105053,20050,Boomers
21908,Australia,1992,female,35-54 years,144,2280900,6.31,Australia1992,,324878105053,20050,Boomers
21909,Australia,1992,female,15-24 years,76,1351300,5.62,Australia1992,,324878105053,20050,Generation X
21910,Australia,1992,male,5-14 years,4,1298000,0.31,Australia1992,,324878105053,20050,Millenials
21911,Australia,1992,female,5-14 years,2,1230600,0.16,Australia1992,,324878105053,20050,Millenials
21912,Australia,1991,male,75+ years,114,287600,39.64,Australia1991,,325358292128,20320,G.I. Generation
21913,Australia,1991,male,25-34 years,427,1416500,30.14,Australia1991,,325358292128,20320,Boomers
21914,Australia,1991,male,35-54 years,631,2279600,27.68,Australia1991,,325358292128,20320,Boomers
21915,Australia,1991,male,15-24 years,354,1405900,25.18,Australia1991,,325358292128,20320,Generation X
21916,Australia,1991,male,55-74 years,273,1282700,21.28,Australia1991,,325358292128,20320,Silent
21917,Australia,1991,female,75+ years,39,480900,8.11,Australia1991,,325358292128,20320,G.I. Generation
21918,Australia,1991,female,35-54 years,169,2219100,7.62,Australia1991,,325358292128,20320,Boomers
21919,Australia,1991,female,55-74 years,96,1362200,7.05,Australia1991,,325358292128,20320,Silent
21920,Australia,1991,female,25-34 years,91,1408900,6.46,Australia1991,,325358292128,20320,Boomers
21921,Australia,1991,female,15-24 years,84,1354900,6.2,Australia1991,,325358292128,20320,Generation X
21922,Australia,1991,male,5-14 years,7,1290700,0.54,Australia1991,,325358292128,20320,Millenials
21923,Australia,1991,female,5-14 years,3,1223100,0.25,Australia1991,,325358292128,20320,Millenials
21924,Republic of Korea,1991,male,75+ years,55,203800,26.99,Republic of Korea1991,,325734233313,8145,G.I. Generation
21925,Republic of Korea,1991,male,55-74 years,331,1948900,16.98,Republic of Korea1991,,325734233313,8145,Silent
21926,Republic of Korea,1991,male,35-54 years,708,5151700,13.74,Republic of Korea1991,,325734233313,8145,Boomers
21927,Republic of Korea,1991,male,25-34 years,568,4281300,13.27,Republic of Korea1991,,325734233313,8145,Boomers
21928,Republic of Korea,1991,female,75+ years,56,469000,11.94,Republic of Korea1991,,325734233313,8145,G.I. Generation
21929,Republic of Korea,1991,male,15-24 years,451,4484500,10.06,Republic of Korea1991,,325734233313,8145,Generation X
21930,Republic of Korea,1991,female,55-74 years,154,2489000,6.19,Republic of Korea1991,,325734233313,8145,Silent
21931,Republic of Korea,1991,female,25-34 years,247,4115000,6.0,Republic of Korea1991,,325734233313,8145,Boomers
21932,Republic of Korea,1991,female,35-54 years,256,4951200,5.17,Republic of Korea1991,,325734233313,8145,Boomers
21933,Republic of Korea,1991,female,15-24 years,201,4226500,4.76,Republic of Korea1991,,325734233313,8145,Generation X
21934,Republic of Korea,1991,male,5-14 years,26,3973100,0.65,Republic of Korea1991,,325734233313,8145,Millenials
21935,Republic of Korea,1991,female,5-14 years,16,3699700,0.43,Republic of Korea1991,,325734233313,8145,Millenials
21936,Denmark,2012,male,75+ years,67,161259,41.55,Denmark2012,0.9209999999999999,327148899962,62071,Silent
21937,Denmark,2012,male,35-54 years,209,788215,26.52,Denmark2012,0.9209999999999999,327148899962,62071,Generation X
21938,Denmark,2012,male,55-74 years,153,630159,24.28,Denmark2012,0.9209999999999999,327148899962,62071,Boomers
21939,Denmark,2012,female,55-74 years,71,651381,10.9,Denmark2012,0.9209999999999999,327148899962,62071,Boomers
21940,Denmark,2012,male,25-34 years,31,326746,9.49,Denmark2012,0.9209999999999999,327148899962,62071,Millenials
21941,Denmark,2012,male,15-24 years,33,362466,9.1,Denmark2012,0.9209999999999999,327148899962,62071,Millenials
21942,Denmark,2012,female,75+ years,19,240759,7.89,Denmark2012,0.9209999999999999,327148899962,62071,Silent
21943,Denmark,2012,female,35-54 years,58,776419,7.47,Denmark2012,0.9209999999999999,327148899962,62071,Generation X
21944,Denmark,2012,female,25-34 years,11,322504,3.41,Denmark2012,0.9209999999999999,327148899962,62071,Millenials
21945,Denmark,2012,female,15-24 years,8,346154,2.31,Denmark2012,0.9209999999999999,327148899962,62071,Millenials
21946,Denmark,2012,male,5-14 years,1,340022,0.29,Denmark2012,0.9209999999999999,327148899962,62071,Generation Z
21947,Denmark,2012,female,5-14 years,0,324455,0.0,Denmark2012,0.9209999999999999,327148899962,62071,Generation Z
21948,Greece,2009,male,75+ years,49,434778,11.27,Greece2009,,330000252153,30785,Silent
21949,Greece,2009,male,35-54 years,130,1670385,7.78,Greece2009,,330000252153,30785,Boomers
21950,Greece,2009,male,55-74 years,81,1157880,7.0,Greece2009,,330000252153,30785,Silent
21951,Greece,2009,male,25-34 years,56,863841,6.48,Greece2009,,330000252153,30785,Generation X
21952,Greece,2009,male,15-24 years,17,626013,2.72,Greece2009,,330000252153,30785,Millenials
21953,Greece,2009,female,75+ years,9,574168,1.57,Greece2009,,330000252153,30785,Silent
21954,Greece,2009,female,25-34 years,11,796656,1.38,Greece2009,,330000252153,30785,Generation X
21955,Greece,2009,female,55-74 years,16,1307683,1.22,Greece2009,,330000252153,30785,Silent
21956,Greece,2009,female,35-54 years,20,1650941,1.21,Greece2009,,330000252153,30785,Boomers
21957,Greece,2009,female,15-24 years,2,581847,0.34,Greece2009,,330000252153,30785,Millenials
21958,Greece,2009,female,5-14 years,0,512001,0.0,Greece2009,,330000252153,30785,Generation Z
21959,Greece,2009,male,5-14 years,0,543425,0.0,Greece2009,,330000252153,30785,Generation Z
21960,Switzerland,1996,male,75+ years,136,169600,80.19,Switzerland1996,,330091688350,49621,G.I. Generation
21961,Switzerland,1996,male,55-74 years,255,599400,42.54,Switzerland1996,,330091688350,49621,Silent
21962,Switzerland,1996,male,35-54 years,357,1040900,34.3,Switzerland1996,,330091688350,49621,Boomers
21963,Switzerland,1996,male,25-34 years,153,577800,26.48,Switzerland1996,,330091688350,49621,Generation X
21964,Switzerland,1996,male,15-24 years,105,424200,24.75,Switzerland1996,,330091688350,49621,Generation X
21965,Switzerland,1996,female,75+ years,73,310600,23.5,Switzerland1996,,330091688350,49621,G.I. Generation
21966,Switzerland,1996,female,55-74 years,126,689700,18.27,Switzerland1996,,330091688350,49621,Silent
21967,Switzerland,1996,female,35-54 years,150,1017500,14.74,Switzerland1996,,330091688350,49621,Boomers
21968,Switzerland,1996,female,25-34 years,50,580400,8.61,Switzerland1996,,330091688350,49621,Generation X
21969,Switzerland,1996,female,15-24 years,23,413000,5.57,Switzerland1996,,330091688350,49621,Generation X
21970,Switzerland,1996,male,5-14 years,4,426000,0.94,Switzerland1996,,330091688350,49621,Millenials
21971,Switzerland,1996,female,5-14 years,0,403100,0.0,Switzerland1996,,330091688350,49621,Millenials
21972,Brazil,1988,male,75+ years,135,675564,19.98,Brazil1988,,330397381998,2628,G.I. Generation
21973,Brazil,1988,male,55-74 years,530,5281479,10.04,Brazil1988,,330397381998,2628,G.I. Generation
21974,Brazil,1988,male,35-54 years,1115,13244446,8.42,Brazil1988,,330397381998,2628,Silent
21975,Brazil,1988,male,25-34 years,849,11593305,7.32,Brazil1988,,330397381998,2628,Boomers
21976,Brazil,1988,female,75+ years,52,1057285,4.92,Brazil1988,,330397381998,2628,G.I. Generation
21977,Brazil,1988,male,15-24 years,663,14249735,4.65,Brazil1988,,330397381998,2628,Generation X
21978,Brazil,1988,female,55-74 years,182,6051315,3.01,Brazil1988,,330397381998,2628,G.I. Generation
21979,Brazil,1988,female,35-54 years,333,13714531,2.43,Brazil1988,,330397381998,2628,Silent
21980,Brazil,1988,female,25-34 years,266,11741737,2.27,Brazil1988,,330397381998,2628,Boomers
21981,Brazil,1988,female,15-24 years,281,14267683,1.97,Brazil1988,,330397381998,2628,Generation X
21982,Brazil,1988,male,5-14 years,35,17111833,0.2,Brazil1988,,330397381998,2628,Generation X
21983,Brazil,1988,female,5-14 years,25,16712381,0.15,Brazil1988,,330397381998,2628,Generation X
21984,Sweden,2003,male,75+ years,105,307923,34.1,Sweden2003,,331108912605,38997,Silent
21985,Sweden,2003,male,55-74 years,225,922446,24.39,Sweden2003,,331108912605,38997,Silent
21986,Sweden,2003,male,35-54 years,300,1242898,24.14,Sweden2003,,331108912605,38997,Boomers
21987,Sweden,2003,male,25-34 years,85,596698,14.25,Sweden2003,,331108912605,38997,Generation X
21988,Sweden,2003,male,15-24 years,60,543102,11.05,Sweden2003,,331108912605,38997,Millenials
21989,Sweden,2003,female,75+ years,50,486063,10.29,Sweden2003,,331108912605,38997,Silent
21990,Sweden,2003,female,25-34 years,58,576009,10.07,Sweden2003,,331108912605,38997,Generation X
21991,Sweden,2003,female,55-74 years,92,957995,9.6,Sweden2003,,331108912605,38997,Silent
21992,Sweden,2003,female,35-54 years,99,1201468,8.24,Sweden2003,,331108912605,38997,Boomers
21993,Sweden,2003,female,15-24 years,35,518172,6.75,Sweden2003,,331108912605,38997,Millenials
21994,Sweden,2003,female,5-14 years,2,554143,0.36,Sweden2003,,331108912605,38997,Millenials
21995,Sweden,2003,male,5-14 years,1,583622,0.17,Sweden2003,,331108912605,38997,Millenials
21996,Argentina,2009,male,75+ years,177,653486,27.09,Argentina2009,,332976484578,8961,Silent
21997,Argentina,2009,male,15-24 years,609,3436265,17.72,Argentina2009,,332976484578,8961,Millenials
21998,Argentina,2009,male,55-74 years,434,2683502,16.17,Argentina2009,,332976484578,8961,Silent
21999,Argentina,2009,male,25-34 years,504,3210244,15.7,Argentina2009,,332976484578,8961,Generation X
22000,Argentina,2009,male,35-54 years,542,4566645,11.87,Argentina2009,,332976484578,8961,Boomers
22001,Argentina,2009,female,15-24 years,164,3342385,4.91,Argentina2009,,332976484578,8961,Millenials
22002,Argentina,2009,female,55-74 years,112,3148915,3.56,Argentina2009,,332976484578,8961,Silent
22003,Argentina,2009,female,25-34 years,105,3189773,3.29,Argentina2009,,332976484578,8961,Generation X
22004,Argentina,2009,female,35-54 years,150,4726814,3.17,Argentina2009,,332976484578,8961,Boomers
22005,Argentina,2009,female,75+ years,25,1211934,2.06,Argentina2009,,332976484578,8961,Silent
22006,Argentina,2009,male,5-14 years,34,3553154,0.96,Argentina2009,,332976484578,8961,Generation Z
22007,Argentina,2009,female,5-14 years,28,3434884,0.82,Argentina2009,,332976484578,8961,Generation Z
22008,Colombia,2011,male,75+ years,60,436385,13.75,Colombia2011,0.713,335415156702,7885,Silent
22009,Colombia,2011,male,15-24 years,450,4268385,10.54,Colombia2011,0.713,335415156702,7885,Millenials
22010,Colombia,2011,male,25-34 years,382,3840952,9.95,Colombia2011,0.713,335415156702,7885,Millenials
22011,Colombia,2011,male,55-74 years,231,2445112,9.45,Colombia2011,0.713,335415156702,7885,Boomers
22012,Colombia,2011,male,35-54 years,498,5745871,8.67,Colombia2011,0.713,335415156702,7885,Generation X
22013,Colombia,2011,female,15-24 years,159,4147875,3.83,Colombia2011,0.713,335415156702,7885,Millenials
22014,Colombia,2011,female,25-34 years,69,3897562,1.77,Colombia2011,0.713,335415156702,7885,Millenials
22015,Colombia,2011,female,35-54 years,87,6156452,1.41,Colombia2011,0.713,335415156702,7885,Generation X
22016,Colombia,2011,female,55-74 years,29,2822325,1.03,Colombia2011,0.713,335415156702,7885,Boomers
22017,Colombia,2011,male,5-14 years,41,4163139,0.98,Colombia2011,0.713,335415156702,7885,Generation Z
22018,Colombia,2011,female,5-14 years,34,3995726,0.85,Colombia2011,0.713,335415156702,7885,Generation Z
22019,Colombia,2011,female,75+ years,4,618521,0.65,Colombia2011,0.713,335415156702,7885,Silent
22020,Austria,2006,male,75+ years,171,218168,78.38,Austria2006,,335998557270,42698,Silent
22021,Austria,2006,male,55-74 years,266,791509,33.61,Austria2006,,335998557270,42698,Silent
22022,Austria,2006,male,35-54 years,382,1281251,29.81,Austria2006,,335998557270,42698,Boomers
22023,Austria,2006,female,75+ years,81,425747,19.03,Austria2006,,335998557270,42698,Silent
22024,Austria,2006,male,25-34 years,103,545467,18.88,Austria2006,,335998557270,42698,Generation X
22025,Austria,2006,male,15-24 years,77,517546,14.88,Austria2006,,335998557270,42698,Millenials
22026,Austria,2006,female,55-74 years,91,876832,10.38,Austria2006,,335998557270,42698,Silent
22027,Austria,2006,female,35-54 years,91,1265873,7.19,Austria2006,,335998557270,42698,Boomers
22028,Austria,2006,female,25-34 years,18,542011,3.32,Austria2006,,335998557270,42698,Generation X
22029,Austria,2006,female,15-24 years,16,499388,3.2,Austria2006,,335998557270,42698,Millenials
22030,Austria,2006,male,5-14 years,1,464213,0.22,Austria2006,,335998557270,42698,Millenials
22031,Austria,2006,female,5-14 years,0,441264,0.0,Austria2006,,335998557270,42698,Millenials
22032,Thailand,2010,male,75+ years,145,787665,18.41,Thailand2010,0.716,341105009515,5707,Silent
22033,Thailand,2010,male,25-34 years,688,5293421,13.0,Thailand2010,0.716,341105009515,5707,Generation X
22034,Thailand,2010,male,55-74 years,511,4075634,12.54,Thailand2010,0.716,341105009515,5707,Silent
22035,Thailand,2010,male,35-54 years,1166,9786527,11.91,Thailand2010,0.716,341105009515,5707,Generation X
22036,Thailand,2010,male,15-24 years,387,4905031,7.89,Thailand2010,0.716,341105009515,5707,Millenials
22037,Thailand,2010,female,75+ years,41,1146473,3.58,Thailand2010,0.716,341105009515,5707,Silent
22038,Thailand,2010,female,55-74 years,164,4724470,3.47,Thailand2010,0.716,341105009515,5707,Silent
22039,Thailand,2010,female,35-54 years,345,10369541,3.33,Thailand2010,0.716,341105009515,5707,Generation X
22040,Thailand,2010,female,25-34 years,164,5237458,3.13,Thailand2010,0.716,341105009515,5707,Generation X
22041,Thailand,2010,female,15-24 years,120,4702548,2.55,Thailand2010,0.716,341105009515,5707,Millenials
22042,Thailand,2010,male,5-14 years,16,4496770,0.36,Thailand2010,0.716,341105009515,5707,Generation Z
22043,Thailand,2010,female,5-14 years,14,4244226,0.33,Thailand2010,0.716,341105009515,5707,Generation Z
22044,Switzerland,1995,male,75+ years,146,165500,88.22,Switzerland1995,0.846,342617007104,51774,G.I. Generation
22045,Switzerland,1995,male,55-74 years,262,593600,44.14,Switzerland1995,0.846,342617007104,51774,Silent
22046,Switzerland,1995,male,35-54 years,358,1026800,34.87,Switzerland1995,0.846,342617007104,51774,Boomers
22047,Switzerland,1995,male,25-34 years,146,585400,24.94,Switzerland1995,0.846,342617007104,51774,Generation X
